,0.75_0.25,0.5_0.5,0.25_0.75
training time,6.521193027496338,6.0230748653411865,4.745157957077026
inference train time,11.07105803489685,8.007089853286743,4.506685018539429
inference test time,3.971560001373291,7.907941102981567,10.957714796066284
