,0.75_0.25,0.5_0.5,0.25_0.75
training time,41.727282762527466,40.78474402427673,34.05223107337952
inference train time,11.697593927383423,8.00715684890747,4.318988084793091
inference test time,3.904183864593506,7.571855783462524,10.816411256790161
