,0.75_0.25,0.5_0.5,0.25_0.75
training time,3.5233449935913086,1.9819118976593018,1.7310662269592285
inference train time,0.02501201629638672,0.0188138484954834,0.01844477653503418
inference test time,0.02331709861755371,0.020645856857299805,0.020522117614746094
