,0.75_0.25,0.5_0.5,0.25_0.75
training time,6.076709985733032,5.48930025100708,4.443857192993164
inference train time,10.832792043685913,7.125876188278198,3.888453722000122
inference test time,3.60457706451416,6.932042837142944,9.963565111160278
